Order ID,Order Date,Ship Date,Region,Category,Sub-Category,Segment,Sales,Profit,Quantity,Discount
CA-100267,2022-09-25,2022-09-29,West,Technology,Phones,Consumer,951.92,-133.88,2,0.17
CA-100268,2022-09-26,2022-09-29,South,Office Supplies,Paper,Consumer,994.87,288.79,6,0.19
CA-100269,2022-09-27,2022-09-29,East,Technology,Phones,Home Office,714.61,-66.21,1,0.23
CA-100270,2022-09-28,2022-09-30,West,Technology,Accessories,Home Office,981.33,-163.28,5,0.21
CA-100271,2022-09-29,2022-10-02,Central,Office Supplies,Pens,Consumer,573.84,55.91,7,0.25
CA-100272,2022-09-30,2022-10-02,Central,Office Supplies,Envelopes,Consumer,266.95,45.23,1,0.02
CA-100273,2022-10-01,2022-10-04,East,Furniture,Tables,Consumer,442.63,-81.35,2,0.22
CA-100274,2022-10-02,2022-10-04,West,Technology,Phones,Consumer,597.63,77.31,7,0.26
CA-100275,2022-10-03,2022-10-05,East,Furniture,Tables,Consumer,82.35,5.45,6,0.09
CA-100276,2022-10-04,2022-10-08,East,Office Supplies,Pens,Consumer,626.12,-92.9,3,0.19
CA-100277,2022-10-05,2022-10-09,West,Furniture,Chairs,Corporate,981.37,-111.62,2,0.09
CA-100278,2022-10-06,2022-10-08,West,Technology,Copiers,Consumer,198.21,16.65,4,0.29
CA-100279,2022-10-07,2022-10-09,South,Furniture,Bookcases,Home Office,794.67,-41.18,3,0.01
CA-100280,2022-10-08,2022-10-12,West,Technology,Accessories,Corporate,908.82,244.62,7,0.17
CA-100281,2022-10-09,2022-10-13,Central,Office Supplies,Pens,Consumer,944.26,197.7,8,0.05
CA-100282,2022-10-10,2022-10-14,East,Office Supplies,Binders,Home Office,960.53,280.27,2,0.21
CA-100283,2022-10-11,2022-10-14,East,Technology,Copiers,Corporate,526.25,-36.92,7,0.05
CA-100284,2022-10-12,2022-10-14,Central,Office Supplies,Pens,Home Office,977.53,278.46,8,0.07
CA-100285,2022-10-13,2022-10-17,West,Office Supplies,Paper,Consumer,759.74,11.86,6,0.15
CA-100286,2022-10-14,2022-10-16,Central,Office Supplies,Pens,Consumer,170.05,-4.46,6,0.27
CA-100287,2022-10-15,2022-10-18,Central,Office Supplies,Envelopes,Consumer,482.13,-84.29,1,0.06
CA-100288,2022-10-16,2022-10-19,South,Technology,Accessories,Consumer,721.15,-125.2,4,0.04
CA-100289,2022-10-17,2022-10-21,Central,Furniture,Tables,Corporate,254.87,37.21,1,0.23
CA-100290,2022-10-18,2022-10-21,East,Furniture,Chairs,Corporate,644.21,18.66,4,0.15
CA-100291,2022-10-19,2022-10-21,Central,Office Supplies,Binders,Home Office,669.93,-58.11,2,0.27
CA-100292,2022-10-20,2022-10-24,East,Furniture,Chairs,Consumer,171.07,18.3,5,0.04
CA-100293,2022-10-21,2022-10-23,East,Furniture,Chairs,Home Office,569.43,-41.89,9,0.19
CA-100294,2022-10-22,2022-10-24,East,Office Supplies,Envelopes,Corporate,773.91,68.74,3,0.07
CA-100295,2022-10-23,2022-10-26,West,Office Supplies,Paper,Consumer,503.91,-10.28,8,0.05
CA-100296,2022-10-24,2022-10-27,South,Furniture,Bookcases,Consumer,21.98,4.65,3,0.21
CA-100297,2022-10-25,2022-10-28,East,Technology,Phones,Corporate,18.95,3.99,6,0.18
CA-100298,2022-10-26,2022-10-29,East,Office Supplies,Binders,Corporate,363.46,14.06,4,0.23
CA-100299,2022-10-27,2022-10-30,West,Technology,Phones,Corporate,926.93,-22.79,8,0.09
CA-100300,2022-10-28,2022-11-01,East,Furniture,Bookcases,Corporate,236.39,-4.43,6,0.13
CA-100301,2022-10-29,2022-10-31,Central,Office Supplies,Binders,Corporate,638.02,129.43,8,0.12
CA-100302,2022-10-30,2022-11-01,Central,Technology,Copiers,Consumer,229.86,-8.25,1,0.3
CA-100303,2022-10-31,2022-11-02,South,Office Supplies,Paper,Corporate,328.45,-31.36,6,0.09
CA-100304,2022-11-01,2022-11-03,East,Furniture,Tables,Consumer,849.56,-133.94,1,0.09
CA-100305,2022-11-02,2022-11-05,West,Technology,Accessories,Consumer,731.57,24.4,1,0.11
CA-100306,2022-11-03,2022-11-05,Central,Furniture,Furnishings,Corporate,104.45,4.29,8,0.17
CA-100307,2022-11-04,2022-11-08,West,Furniture,Bookcases,Corporate,434.42,95.77,7,0.08
CA-100308,2022-11-05,2022-11-09,West,Office Supplies,Binders,Consumer,38.88,-3.48,3,0.27
CA-100309,2022-11-06,2022-11-08,Central,Technology,Phones,Corporate,486.08,-4.62,6,0.08
CA-100310,2022-11-07,2022-11-09,West,Furniture,Chairs,Corporate,665.81,135.96,9,0.27
CA-100311,2022-11-08,2022-11-12,Central,Furniture,Chairs,Corporate,127.32,26.97,7,0.03
CA-100312,2022-11-09,2022-11-13,West,Technology,Machines,Home Office,296.0,-2.28,3,0.2
CA-100313,2022-11-10,2022-11-13,Central,Furniture,Chairs,Consumer,403.86,11.94,6,0.27
CA-100314,2022-11-11,2022-11-15,East,Furniture,Furnishings,Home Office,920.34,-44.5,4,0.05
CA-100315,2022-11-12,2022-11-15,South,Technology,Copiers,Corporate,993.32,264.5,3,0.29
CA-100316,2022-11-13,2022-11-16,Central,Technology,Accessories,Home Office,54.46,-7.66,9,0.14
CA-100317,2022-11-14,2022-11-17,Central,Technology,Phones,Corporate,763.4,203.73,2,0.28
CA-100318,2022-11-15,2022-11-18,South,Technology,Accessories,Home Office,378.01,53.65,1,0.2
CA-100319,2022-11-16,2022-11-19,Central,Office Supplies,Pens,Corporate,398.53,26.22,2,0.09
CA-100320,2022-11-17,2022-11-19,Central,Technology,Copiers,Home Office,756.72,-138.99,7,0.06
CA-100321,2022-11-18,2022-11-22,West,Office Supplies,Binders,Home Office,919.24,34.75,1,0.09
CA-100322,2022-11-19,2022-11-22,South,Office Supplies,Pens,Home Office,951.42,3.69,6,0.03
CA-100323,2022-11-20,2022-11-24,East,Office Supplies,Paper,Consumer,581.35,-69.41,7,0.04
CA-100324,2022-11-21,2022-11-25,Central,Furniture,Chairs,Home Office,363.55,46.61,9,0.03
CA-100325,2022-11-22,2022-11-25,South,Office Supplies,Envelopes,Consumer,789.67,225.51,8,0.13
CA-100326,2022-11-23,2022-11-25,West,Office Supplies,Binders,Corporate,258.49,20.96,6,0.24
CA-100327,2022-11-24,2022-11-27,East,Furniture,Tables,Home Office,568.43,89.46,3,0.04
CA-100328,2022-11-25,2022-11-27,South,Furniture,Chairs,Corporate,364.99,-60.51,8,0.04
CA-100329,2022-11-26,2022-11-30,East,Furniture,Chairs,Corporate,660.06,5.83,7,0.19
CA-100330,2022-11-27,2022-11-29,East,Technology,Accessories,Home Office,247.99,-35.17,3,0.06
CA-100331,2022-11-28,2022-11-30,East,Furniture,Chairs,Consumer,199.68,21.25,9,0.03
CA-100332,2022-11-29,2022-12-01,Central,Furniture,Chairs,Home Office,919.06,247.45,2,0.05
CA-100333,2022-11-30,2022-12-04,Central,Office Supplies,Paper,Corporate,110.79,14.5,3,0.28
CA-100334,2022-12-01,2022-12-05,West,Furniture,Bookcases,Corporate,510.9,-82.56,2,0.25
CA-100335,2022-12-02,2022-12-04,West,Technology,Accessories,Home Office,228.64,-5.18,1,0.11
CA-100336,2022-12-03,2022-12-05,South,Furniture,Chairs,Consumer,48.54,3.66,4,0.2
CA-100337,2022-12-04,2022-12-07,West,Technology,Machines,Consumer,45.66,0.07,5,0.16
CA-100338,2022-12-05,2022-12-07,East,Furniture,Furnishings,Corporate,183.47,39.78,6,0.2
CA-100339,2022-12-06,2022-12-09,East,Furniture,Tables,Corporate,868.1,179.99,5,0.2
CA-100340,2022-12-07,2022-12-09,Central,Furniture,Furnishings,Consumer,289.65,30.68,1,0.19
CA-100341,2022-12-08,2022-12-11,East,Furniture,Chairs,Home Office,950.95,-12.62,3,0.08
CA-100342,2022-12-09,2022-12-13,South,Technology,Phones,Corporate,585.81,-42.37,1,0.01
CA-100343,2022-12-10,2022-12-12,East,Technology,Accessories,Consumer,442.25,-65.04,5,0.14
CA-100344,2022-12-11,2022-12-13,East,Office Supplies,Binders,Corporate,584.29,-13.18,5,0.27
CA-100345,2022-12-12,2022-12-14,South,Technology,Copiers,Home Office,521.53,3.43,6,0.17
CA-100346,2022-12-13,2022-12-15,West,Furniture,Chairs,Consumer,761.19,104.98,8,0.25
CA-100347,2022-12-14,2022-12-17,West,Office Supplies,Paper,Corporate,289.67,37.39,1,0.3
CA-100348,2022-12-15,2022-12-17,South,Office Supplies,Pens,Home Office,359.52,-59.3,4,0.05
CA-100349,2022-12-16,2022-12-20,Central,Office Supplies,Pens,Corporate,895.15,-2.12,1,0.21
CA-100350,2022-12-17,2022-12-21,East,Furniture,Furnishings,Home Office,946.99,-103.33,9,0.2
CA-100351,2022-12-18,2022-12-20,South,Technology,Phones,Home Office,893.63,-108.66,7,0.29
CA-100352,2022-12-19,2022-12-23,East,Furniture,Tables,Consumer,425.25,90.86,7,0.3
CA-100353,2022-12-20,2022-12-22,Central,Office Supplies,Envelopes,Home Office,782.56,-140.11,5,0.21
CA-100354,2022-12-21,2022-12-23,East,Furniture,Furnishings,Corporate,481.57,4.62,7,0.07
CA-100355,2022-12-22,2022-12-26,South,Furniture,Chairs,Home Office,502.56,-58.25,2,0.24
CA-100356,2022-12-23,2022-12-25,East,Technology,Phones,Home Office,212.63,50.96,4,0.03
CA-100357,2022-12-24,2022-12-28,West,Technology,Accessories,Consumer,595.22,46.74,7,0.23
CA-100358,2022-12-25,2022-12-28,Central,Office Supplies,Envelopes,Home Office,194.27,-16.38,3,0.27
CA-100359,2022-12-26,2022-12-28,Central,Furniture,Tables,Home Office,338.25,17.32,2,0.11
CA-100360,2022-12-27,2022-12-30,Central,Furniture,Furnishings,Corporate,856.48,141.96,2,0.19
CA-100361,2022-12-28,2023-01-01,South,Technology,Machines,Consumer,215.01,60.0,1,0.13
CA-100362,2022-12-29,2023-01-01,Central,Furniture,Furnishings,Consumer,80.45,-7.22,5,0.13
CA-100363,2022-12-30,2023-01-02,West,Furniture,Chairs,Consumer,78.32,19.04,6,0.09
CA-100364,2022-12-31,2023-01-04,South,Furniture,Furnishings,Home Office,941.38,251.49,6,0.23
CA-100365,2023-01-01,2023-01-04,West,Technology,Machines,Consumer,511.85,132.16,9,0.28
CA-100366,2023-01-02,2023-01-05,East,Office Supplies,Envelopes,Home Office,415.32,48.89,4,0.28
CA-100367,2023-01-03,2023-01-07,East,Office Supplies,Pens,Home Office,812.77,93.4,1,0.05
CA-100368,2023-01-04,2023-01-07,East,Furniture,Chairs,Corporate,837.47,1.34,6,0.26
CA-100369,2023-01-05,2023-01-09,East,Office Supplies,Pens,Corporate,338.87,59.71,5,0.22
CA-100370,2023-01-06,2023-01-09,West,Technology,Phones,Corporate,696.68,45.73,6,0.08
CA-100371,2023-01-07,2023-01-11,South,Technology,Accessories,Corporate,773.41,107.29,3,0.02
CA-100372,2023-01-08,2023-01-12,South,Office Supplies,Pens,Corporate,658.1,9.36,2,0.08
CA-100373,2023-01-09,2023-01-12,Central,Office Supplies,Paper,Home Office,160.08,26.53,6,0.27
CA-100374,2023-01-10,2023-01-13,West,Furniture,Furnishings,Home Office,877.12,186.16,1,0.19
CA-100375,2023-01-11,2023-01-14,East,Office Supplies,Paper,Consumer,543.7,-68.93,7,0.22
CA-100376,2023-01-12,2023-01-14,West,Furniture,Tables,Home Office,289.65,62.7,7,0.08
CA-100377,2023-01-13,2023-01-15,Central,Furniture,Tables,Home Office,430.98,30.23,7,0.22
CA-100378,2023-01-14,2023-01-16,Central,Technology,Accessories,Corporate,47.2,10.49,1,0.01
CA-100379,2023-01-15,2023-01-19,West,Technology,Phones,Home Office,136.59,2.14,4,0.11
CA-100380,2023-01-16,2023-01-19,West,Technology,Copiers,Corporate,767.89,-8.05,7,0.19
CA-100381,2023-01-17,2023-01-21,West,Technology,Phones,Consumer,10.01,2.58,9,0.04
CA-100382,2023-01-18,2023-01-20,South,Office Supplies,Binders,Consumer,422.4,-31.43,5,0.25
CA-100383,2023-01-19,2023-01-22,East,Technology,Phones,Home Office,527.29,117.11,2,0.07
CA-100384,2023-01-20,2023-01-24,West,Office Supplies,Paper,Consumer,64.09,2.69,7,0.2
CA-100385,2023-01-21,2023-01-24,West,Technology,Phones,Home Office,973.35,55.53,1,0.12
CA-100386,2023-01-22,2023-01-26,West,Office Supplies,Pens,Consumer,233.86,-10.7,7,0.18
CA-100387,2023-01-23,2023-01-26,Central,Furniture,Chairs,Corporate,311.16,26.92,6,0.03
CA-100388,2023-01-24,2023-01-26,Central,Office Supplies,Envelopes,Corporate,310.9,-11.63,7,0.01
CA-100389,2023-01-25,2023-01-27,South,Office Supplies,Paper,Corporate,238.11,-42.95,3,0.27
CA-100390,2023-01-26,2023-01-29,East,Technology,Machines,Corporate,11.46,-0.73,3,0.08
CA-100391,2023-01-27,2023-01-31,South,Office Supplies,Pens,Home Office,732.05,-144.08,7,0.25
CA-100392,2023-01-28,2023-01-30,East,Furniture,Bookcases,Consumer,967.18,279.69,2,0.3
CA-100393,2023-01-29,2023-01-31,Central,Furniture,Bookcases,Home Office,232.05,65.64,1,0.06
CA-100394,2023-01-30,2023-02-01,Central,Technology,Copiers,Corporate,666.42,-1.61,9,0.08
CA-100395,2023-01-31,2023-02-03,Central,Furniture,Chairs,Home Office,744.48,122.23,9,0.2
CA-100396,2023-02-01,2023-02-04,South,Office Supplies,Paper,Consumer,849.94,-23.03,7,0.29
CA-100397,2023-02-02,2023-02-06,West,Furniture,Bookcases,Home Office,428.4,58.07,7,0.27
CA-100398,2023-02-03,2023-02-07,West,Technology,Machines,Consumer,309.9,62.82,3,0.15
CA-100399,2023-02-04,2023-02-08,Central,Office Supplies,Pens,Home Office,332.04,90.77,2,0.24
CA-100400,2023-02-05,2023-02-08,West,Technology,Accessories,Consumer,715.5,0.08,7,0.04
CA-100401,2023-02-06,2023-02-09,West,Office Supplies,Envelopes,Consumer,818.61,156.89,9,0.29
CA-100402,2023-02-07,2023-02-11,South,Furniture,Furnishings,Corporate,189.8,-12.72,1,0.29
CA-100403,2023-02-08,2023-02-12,East,Technology,Machines,Consumer,377.23,111.35,4,0.05
CA-100404,2023-02-09,2023-02-12,Central,Technology,Phones,Corporate,902.92,-168.95,6,0.09
CA-100405,2023-02-10,2023-02-14,Central,Office Supplies,Pens,Corporate,808.63,82.29,7,0.03
CA-100406,2023-02-11,2023-02-13,South,Technology,Phones,Corporate,985.01,127.81,7,0.08
CA-100407,2023-02-12,2023-02-15,South,Office Supplies,Envelopes,Home Office,756.71,108.98,2,0.24
CA-100408,2023-02-13,2023-02-17,West,Office Supplies,Binders,Home Office,399.26,-55.82,4,0.11
CA-100409,2023-02-14,2023-02-17,Central,Office Supplies,Binders,Home Office,594.73,160.14,5,0.03
CA-100410,2023-02-15,2023-02-17,East,Office Supplies,Binders,Home Office,664.4,-72.69,1,0.1
CA-100411,2023-02-16,2023-02-19,South,Furniture,Bookcases,Consumer,87.67,9.76,1,0.29
CA-100412,2023-02-17,2023-02-20,East,Office Supplies,Envelopes,Consumer,549.05,-48.68,3,0.19
CA-100413,2023-02-18,2023-02-21,East,Technology,Machines,Home Office,712.23,-33.04,3,0.12
CA-100414,2023-02-19,2023-02-22,Central,Furniture,Bookcases,Consumer,175.65,12.86,8,0.05
CA-100415,2023-02-20,2023-02-22,Central,Technology,Phones,Consumer,782.83,6.73,9,0.3
CA-100416,2023-02-21,2023-02-24,South,Furniture,Chairs,Corporate,587.94,-70.49,1,0.25
CA-100417,2023-02-22,2023-02-25,Central,Office Supplies,Paper,Corporate,952.7,-109.11,2,0.08
CA-100418,2023-02-23,2023-02-27,Central,Furniture,Tables,Corporate,52.0,0.47,2,0.02
CA-100419,2023-02-24,2023-02-27,Central,Furniture,Tables,Corporate,272.67,48.71,4,0.02
CA-100420,2023-02-25,2023-03-01,East,Technology,Copiers,Consumer,605.54,150.77,2,0.04
CA-100421,2023-02-26,2023-02-28,South,Technology,Machines,Home Office,303.59,-47.95,7,0.17
CA-100422,2023-02-27,2023-03-01,West,Office Supplies,Paper,Consumer,717.28,-2.47,9,0.28
CA-100423,2023-02-28,2023-03-02,East,Furniture,Furnishings,Consumer,761.42,-114.12,7,0.15
CA-100424,2023-03-01,2023-03-03,Central,Furniture,Furnishings,Consumer,111.49,-21.37,6,0.25
CA-100425,2023-03-02,2023-03-06,East,Furniture,Furnishings,Corporate,518.72,67.88,1,0.13
CA-100426,2023-03-03,2023-03-06,Central,Office Supplies,Pens,Corporate,513.8,52.01,9,0.21
CA-100427,2023-03-04,2023-03-06,Central,Office Supplies,Pens,Corporate,375.59,-44.5,5,0.22
CA-100428,2023-03-05,2023-03-08,East,Office Supplies,Pens,Home Office,933.6,-77.58,5,0.05
CA-100429,2023-03-06,2023-03-10,South,Office Supplies,Pens,Consumer,829.23,-156.02,6,0.11
CA-100430,2023-03-07,2023-03-11,Central,Office Supplies,Paper,Home Office,700.24,152.28,9,0.19
CA-100431,2023-03-08,2023-03-12,South,Technology,Phones,Corporate,717.18,206.08,8,0.02
CA-100432,2023-03-09,2023-03-11,West,Furniture,Chairs,Home Office,467.1,-61.78,8,0.11
CA-100433,2023-03-10,2023-03-13,Central,Furniture,Chairs,Consumer,921.78,-77.67,8,0.16
CA-100434,2023-03-11,2023-03-14,South,Furniture,Tables,Consumer,697.65,163.39,1,0.3
CA-100435,2023-03-12,2023-03-15,South,Furniture,Chairs,Corporate,731.69,192.6,1,0.14
CA-100436,2023-03-13,2023-03-17,West,Furniture,Tables,Corporate,863.07,8.47,8,0.24
CA-100437,2023-03-14,2023-03-16,South,Furniture,Tables,Home Office,281.33,-49.15,5,0.13
CA-100438,2023-03-15,2023-03-19,South,Furniture,Tables,Corporate,809.0,-145.87,9,0.24
CA-100439,2023-03-16,2023-03-20,West,Furniture,Chairs,Corporate,203.29,17.68,2,0.18
CA-100440,2023-03-17,2023-03-20,Central,Technology,Machines,Consumer,351.89,-1.25,9,0.27
CA-100441,2023-03-18,2023-03-22,South,Furniture,Chairs,Corporate,342.25,-63.55,8,0.12
CA-100442,2023-03-19,2023-03-22,South,Technology,Phones,Corporate,978.74,89.68,9,0.18
CA-100443,2023-03-20,2023-03-22,South,Office Supplies,Pens,Consumer,857.97,-166.75,4,0.19
CA-100444,2023-03-21,2023-03-24,East,Furniture,Tables,Consumer,704.16,136.39,1,0.13
CA-100445,2023-03-22,2023-03-24,West,Office Supplies,Envelopes,Home Office,729.79,-34.14,1,0.04
CA-100446,2023-03-23,2023-03-26,East,Office Supplies,Pens,Corporate,566.45,-101.89,5,0.03
CA-100447,2023-03-24,2023-03-28,West,Office Supplies,Envelopes,Consumer,947.62,89.24,2,0.01
CA-100448,2023-03-25,2023-03-29,Central,Technology,Machines,Home Office,501.3,-0.58,8,0.26
CA-100449,2023-03-26,2023-03-28,Central,Office Supplies,Paper,Home Office,386.71,110.95,5,0.07
CA-100450,2023-03-27,2023-03-29,South,Office Supplies,Binders,Corporate,171.4,12.36,5,0.06
CA-100451,2023-03-28,2023-03-30,West,Office Supplies,Paper,Corporate,788.34,-49.18,2,0.22
CA-100452,2023-03-29,2023-04-01,Central,Furniture,Tables,Home Office,737.1,114.04,7,0.1
CA-100453,2023-03-30,2023-04-02,West,Furniture,Bookcases,Consumer,390.51,-25.09,8,0.15
CA-100454,2023-03-31,2023-04-02,Central,Technology,Accessories,Home Office,34.94,8.81,1,0.05
CA-100455,2023-04-01,2023-04-05,East,Technology,Phones,Corporate,840.61,-10.62,2,0.29
CA-100456,2023-04-02,2023-04-05,Central,Furniture,Furnishings,Consumer,21.3,1.6,4,0.26
CA-100457,2023-04-03,2023-04-06,East,Technology,Accessories,Consumer,706.66,-123.46,5,0.26
CA-100458,2023-04-04,2023-04-07,Central,Furniture,Furnishings,Home Office,970.55,12.68,2,0.12
CA-100459,2023-04-05,2023-04-07,South,Office Supplies,Paper,Corporate,443.28,95.83,1,0.23
CA-100460,2023-04-06,2023-04-08,East,Office Supplies,Envelopes,Home Office,242.62,49.21,9,0.04
CA-100461,2023-04-07,2023-04-09,Central,Technology,Accessories,Home Office,707.82,-62.18,1,0.0
CA-100462,2023-04-08,2023-04-10,South,Furniture,Bookcases,Home Office,818.96,-71.22,4,0.01
CA-100463,2023-04-09,2023-04-11,East,Furniture,Furnishings,Consumer,550.97,114.96,2,0.18
CA-100464,2023-04-10,2023-04-14,South,Technology,Accessories,Consumer,967.36,256.54,4,0.14
CA-100465,2023-04-11,2023-04-15,West,Furniture,Tables,Corporate,61.15,-9.31,8,0.16
CA-100466,2023-04-12,2023-04-14,West,Office Supplies,Pens,Corporate,509.75,12.76,8,0.0
CA-100467,2023-04-13,2023-04-16,East,Technology,Copiers,Home Office,721.27,-22.56,9,0.13
CA-100468,2023-04-14,2023-04-16,Central,Technology,Copiers,Home Office,864.01,203.34,5,0.22
CA-100469,2023-04-15,2023-04-19,East,Furniture,Furnishings,Home Office,187.46,-29.66,7,0.13
CA-100470,2023-04-16,2023-04-20,South,Technology,Machines,Corporate,802.0,-75.74,3,0.22
CA-100471,2023-04-17,2023-04-20,Central,Furniture,Bookcases,Consumer,557.18,98.19,4,0.07
CA-100472,2023-04-18,2023-04-22,West,Furniture,Chairs,Consumer,402.59,-70.19,9,0.24
CA-100473,2023-04-19,2023-04-21,Central,Furniture,Chairs,Home Office,140.4,6.5,1,0.18
CA-100474,2023-04-20,2023-04-23,West,Furniture,Tables,Home Office,866.64,18.25,2,0.06
CA-100475,2023-04-21,2023-04-23,Central,Furniture,Chairs,Home Office,165.7,-5.43,5,0.07
CA-100476,2023-04-22,2023-04-24,Central,Technology,Accessories,Home Office,316.69,-0.86,3,0.19
CA-100477,2023-04-23,2023-04-26,Central,Office Supplies,Envelopes,Corporate,297.15,19.31,2,0.25
CA-100478,2023-04-24,2023-04-26,South,Office Supplies,Envelopes,Consumer,872.7,-104.13,1,0.12
CA-100479,2023-04-25,2023-04-29,South,Technology,Phones,Home Office,675.98,58.13,3,0.08
CA-100480,2023-04-26,2023-04-28,East,Technology,Machines,Corporate,798.71,161.91,1,0.26
CA-100481,2023-04-27,2023-04-30,East,Office Supplies,Pens,Home Office,257.96,46.45,1,0.2
CA-100482,2023-04-28,2023-05-01,West,Office Supplies,Pens,Home Office,628.63,-77.35,1,0.13
CA-100483,2023-04-29,2023-05-02,South,Office Supplies,Binders,Consumer,576.03,-72.22,8,0.15
CA-100484,2023-04-30,2023-05-02,West,Office Supplies,Binders,Home Office,834.5,-55.0,3,0.06
CA-100485,2023-05-01,2023-05-04,East,Office Supplies,Paper,Consumer,907.03,-17.65,1,0.19
CA-100486,2023-05-02,2023-05-05,West,Furniture,Furnishings,Consumer,22.04,0.09,7,0.11
CA-100487,2023-05-03,2023-05-05,East,Technology,Accessories,Consumer,677.28,94.72,3,0.3
CA-100488,2023-05-04,2023-05-08,South,Furniture,Tables,Corporate,61.32,-10.53,8,0.14
CA-100489,2023-05-05,2023-05-07,Central,Office Supplies,Pens,Corporate,553.37,-101.08,4,0.15
CA-100490,2023-05-06,2023-05-09,South,Office Supplies,Pens,Consumer,294.76,-1.19,4,0.17
CA-100491,2023-05-07,2023-05-10,West,Office Supplies,Pens,Home Office,313.71,46.61,5,0.28
CA-100492,2023-05-08,2023-05-10,West,Furniture,Bookcases,Consumer,359.43,-37.12,6,0.24
CA-100493,2023-05-09,2023-05-13,South,Furniture,Tables,Home Office,625.08,75.48,7,0.14
CA-100494,2023-05-10,2023-05-13,South,Office Supplies,Pens,Consumer,340.71,-23.88,4,0.22
CA-100495,2023-05-11,2023-05-14,East,Furniture,Furnishings,Home Office,735.37,178.73,8,0.18
CA-100496,2023-05-12,2023-05-15,West,Furniture,Bookcases,Corporate,410.48,101.74,6,0.15
CA-100497,2023-05-13,2023-05-15,West,Office Supplies,Pens,Home Office,77.67,-3.99,1,0.06
CA-100498,2023-05-14,2023-05-17,South,Furniture,Bookcases,Consumer,785.92,-66.81,1,0.14
CA-100499,2023-05-15,2023-05-19,Central,Technology,Phones,Corporate,292.9,1.66,9,0.07
CA-100500,2023-05-16,2023-05-19,West,Technology,Machines,Home Office,438.44,-34.96,6,0.27
CA-100501,2023-05-17,2023-05-20,Central,Technology,Machines,Home Office,688.59,93.78,8,0.1
CA-100502,2023-05-18,2023-05-22,South,Technology,Accessories,Home Office,339.13,72.25,7,0.29
CA-100503,2023-05-19,2023-05-22,South,Office Supplies,Paper,Home Office,66.02,9.01,6,0.16
CA-100504,2023-05-20,2023-05-22,East,Office Supplies,Pens,Home Office,380.18,80.66,4,0.19
CA-100505,2023-05-21,2023-05-23,West,Office Supplies,Binders,Corporate,945.0,-1.42,7,0.16
CA-100506,2023-05-22,2023-05-24,Central,Technology,Accessories,Corporate,645.32,-78.63,9,0.04
CA-100507,2023-05-23,2023-05-27,East,Technology,Accessories,Corporate,674.76,114.02,7,0.11
CA-100508,2023-05-24,2023-05-27,West,Furniture,Bookcases,Corporate,635.96,-12.57,1,0.03
CA-100509,2023-05-25,2023-05-27,East,Furniture,Bookcases,Consumer,207.0,28.08,9,0.19
CA-100510,2023-05-26,2023-05-30,South,Technology,Accessories,Corporate,424.15,-27.43,4,0.13
CA-100511,2023-05-27,2023-05-30,West,Technology,Accessories,Home Office,753.43,-120.09,3,0.23
CA-100512,2023-05-28,2023-06-01,East,Technology,Machines,Home Office,110.36,32.7,4,0.07
CA-100513,2023-05-29,2023-05-31,East,Technology,Phones,Corporate,285.07,-34.75,4,0.05
CA-100514,2023-05-30,2023-06-01,Central,Furniture,Furnishings,Home Office,283.56,83.43,2,0.12
CA-100515,2023-05-31,2023-06-02,East,Technology,Accessories,Corporate,437.7,126.34,1,0.28
CA-100516,2023-06-01,2023-06-05,West,Furniture,Furnishings,Home Office,980.57,193.08,1,0.21
CA-100517,2023-06-02,2023-06-06,West,Technology,Machines,Consumer,76.83,9.97,8,0.13
CA-100518,2023-06-03,2023-06-05,Central,Technology,Accessories,Consumer,523.51,46.54,2,0.16
CA-100519,2023-06-04,2023-06-08,West,Technology,Copiers,Corporate,187.57,43.71,5,0.03
CA-100520,2023-06-05,2023-06-07,South,Furniture,Tables,Corporate,970.97,-53.68,4,0.3
CA-100521,2023-06-06,2023-06-08,West,Furniture,Bookcases,Corporate,122.17,4.13,8,0.2
CA-100522,2023-06-07,2023-06-10,West,Office Supplies,Paper,Home Office,409.56,44.93,2,0.09
CA-100523,2023-06-08,2023-06-12,East,Technology,Accessories,Corporate,740.51,4.14,9,0.18
CA-100524,2023-06-09,2023-06-11,East,Office Supplies,Paper,Consumer,707.51,9.72,7,0.03
CA-100525,2023-06-10,2023-06-12,West,Office Supplies,Binders,Home Office,428.5,-14.94,7,0.29
CA-100526,2023-06-11,2023-06-15,Central,Furniture,Bookcases,Corporate,353.06,28.99,1,0.05
CA-100527,2023-06-12,2023-06-15,East,Furniture,Chairs,Home Office,403.64,90.93,2,0.19
CA-100528,2023-06-13,2023-06-16,Central,Office Supplies,Paper,Home Office,271.63,-26.96,4,0.07
CA-100529,2023-06-14,2023-06-16,West,Technology,Machines,Corporate,213.28,56.99,4,0.22
CA-100530,2023-06-15,2023-06-19,West,Furniture,Chairs,Home Office,488.21,70.57,3,0.23
CA-100531,2023-06-16,2023-06-19,South,Technology,Copiers,Consumer,275.85,58.38,7,0.2
CA-100532,2023-06-17,2023-06-21,East,Technology,Accessories,Consumer,294.59,23.01,8,0.18
CA-100533,2023-06-18,2023-06-22,West,Office Supplies,Binders,Home Office,660.19,125.28,2,0.27
CA-100534,2023-06-19,2023-06-21,South,Office Supplies,Envelopes,Corporate,968.85,-185.92,4,0.02
CA-100535,2023-06-20,2023-06-23,East,Office Supplies,Binders,Home Office,607.6,127.1,3,0.1
